clipname,Eat,StandUp,SitDown,HugPerson,Kiss,SitUp,AnswerPhone,HandShake,FightPerson,DriveCar,Run,GetOutCar
actionclipautoautotrain00290,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00293,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00294,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00296,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00297,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00298,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
actionclipautoautotrain00299,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00300,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00301,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00302,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00303,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
actionclipautoautotrain00305,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00306,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00307,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00308,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00309,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00311,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00312,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00313,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00314,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00315,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00316,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00317,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00318,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00320,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00321,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00322,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00323,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00324,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00325,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00326,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00327,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00328,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00329,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00330,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00331,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00332,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00333,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00334,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00335,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00336,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00337,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
actionclipautoautotrain00338,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00339,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00341,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00342,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00345,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00347,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00348,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00350,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00351,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00352,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00353,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00354,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00355,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00356,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00357,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00358,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00359,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00360,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00361,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00362,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00363,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00364,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00365,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00366,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00367,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00368,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00369,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00379,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
actionclipautoautotrain00381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00387,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00390,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00391,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00395,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00396,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00397,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00398,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00399,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00400,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00401,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00402,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
actionclipautoautotrain00403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00404,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00405,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00406,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00407,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00408,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00409,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00410,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00417,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00418,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00421,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00422,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00424,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00425,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00426,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00427,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00428,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00429,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00430,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00432,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00433,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00447,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
actionclipautoautotrain00448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00450,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00453,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00454,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00455,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00458,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00459,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00460,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00462,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00463,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00464,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00465,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00466,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
actionclipautoautotrain00467,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00468,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00469,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00470,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00471,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00473,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00476,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00477,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00478,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00480,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00481,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00482,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00483,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00484,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00485,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00486,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00487,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00488,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00489,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00491,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00492,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00493,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00494,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00495,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00496,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00497,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00501,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00502,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00503,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00506,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00507,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00508,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00509,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00511,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00512,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00515,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00516,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
actionclipautoautotrain00517,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00519,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00523,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00524,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00525,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00526,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00528,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00529,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00530,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00531,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00532,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00533,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00534,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00535,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00536,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00537,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00538,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00539,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00540,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00541,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00544,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00545,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00546,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
actionclipautoautotrain00548,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
actionclipautoautotrain00549,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00550,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00551,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00552,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
actionclipautoautotrain00553,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00554,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00555,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00556,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00557,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00558,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00559,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00560,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00561,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00563,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
actionclipautoautotrain00564,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
actionclipautoautotrain00565,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00566,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
actionclipautoautotrain00567,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00568,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00569,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00570,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
actionclipautoautotrain00571,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00573,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00574,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00575,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
actionclipautoautotrain00578,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
actionclipautoautotrain00579,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
